member_number,productId,items,order_date,orderId
1658,8,1,2015-06-15,2425
3046,19,3,2015-01-09,7623
4528,2,2,2015-10-13,13198
1132,38,1,2015-09-22,479
2386,25,3,2015-12-05,5158
4741,8,2,2015-09-08,14022
3971,9,3,2015-10-19,11082
3029,4,3,2015-02-14,7554
2758,4,2,2015-02-06,6559
3969,22,1,2015-03-05,11077
2829,3,3,2015-10-29,6826
4573,19,3,2015-12-23,13361
4726,4,1,2015-07-08,13975
3929,23,1,2015-11-06,10930
1286,57,2,2015-07-10,1043
1648,23,2,2015-05-01,2374
1544,51,2,2015-02-25,1989
2925,4,1,2015-03-16,7171
1276,54,3,2015-11-23,996
1908,58,3,2015-07-26,3383
2519,10,2,2015-05-30,5653
3096,22,1,2015-07-07,7812
1001,9,3,2015-05-02,9
4699,21,2,2015-03-29,13871
1417,64,3,2015-09-18,1514
4034,9,3,2015-08-29,11285
4711,24,1,2015-06-19,13911
3584,4,1,2015-12-17,9625
2981,66,3,2015-12-03,7383
1820,24,2,2015-03-21,3035
3793,7,1,2015-04-15,10421
1965,21,3,2015-08-04,3599
4903,10,1,2015-05-01,14634
1845,2,1,2015-02-11,3127
2384,10,1,2015-01-02,5154
2584,71,3,2015-04-25,5903
1193,7,2,2015-11-12,706
4267,7,2,2015-09-06,12189
2707,10,2,2015-05-05,6365
3214,50,1,2015-05-08,8251
1171,53,3,2015-01-15,632
1950,4,1,2015-11-11,3557
4737,23,2,2015-09-19,14007
3589,2,2,2015-11-04,9645
2246,8,3,2015-08-29,4647
2128,19,1,2015-08-10,4202
3866,22,2,2015-04-21,10695
1882,10,3,2015-07-09,3270
2574,30,1,2015-08-25,5862
2011,38,1,2015-12-22,3764
4223,22,2,2015-07-20,12020
2068,19,2,2015-04-07,3993
3035,24,1,2015-05-09,7578
2597,19,1,2015-05-08,5954
1306,18,2,2015-01-08,1112
1789,3,1,2015-04-24,2912
1003,19,2,2015-02-10,17
3378,29,1,2015-01-13,8836
4460,57,2,2015-05-01,12937
1961,4,3,2015-06-21,3588
4576,57,2,2015-06-18,13373
3061,5,2,2015-02-10,7676
1016,10,3,2015-07-19,66
3528,19,1,2015-05-19,9400
4566,25,3,2015-03-10,13333
1979,18,2,2015-11-20,3646
3662,10,1,2015-12-03,9908
2700,21,3,2015-05-13,6333
2432,2,1,2015-12-12,5327
2693,9,1,2015-08-17,6306
1456,44,3,2015-11-20,1659
4081,2,1,2015-10-20,11443
4588,5,3,2015-06-30,13415
1892,4,2,2015-03-08,3314
1922,19,1,2015-02-07,3433
1440,19,2,2015-12-06,1603
1420,25,2,2015-06-19,1525
2273,1,1,2015-10-21,4752
4910,54,3,2015-11-25,14651
4593,70,1,2015-08-04,13434
1380,2,2,2015-11-21,1384
4035,18,2,2015-07-26,11289
3063,41,3,2015-12-28,7688
2558,40,1,2015-08-12,5804
1744,25,2,2015-06-27,2723
3162,38,2,2015-06-06,8056
3216,2,2,2015-02-12,8258
4783,19,3,2015-01-27,14183
2592,23,2,2015-09-25,5935
3141,23,2,2015-07-19,7987
2315,30,1,2015-12-20,4906
3318,4,1,2015-01-12,8632
4594,74,2,2015-05-02,13441
2428,59,2,2015-08-14,5310
4613,23,1,2015-05-17,13505
1676,7,3,2015-10-11,2477
1259,19,3,2015-11-21,939
3930,7,3,2015-07-12,10932
3995,4,3,2015-06-26,11152
1038,81,3,2015-12-14,143
4794,19,3,2015-09-06,14228
3960,9,3,2015-09-21,11040
3077,10,3,2015-01-05,7730
1161,4,1,2015-03-14,591
1800,10,3,2015-04-16,2961
1717,10,3,2015-11-09,2614
1888,29,3,2015-06-06,3297
2138,3,2,2015-03-04,4241
1866,19,1,2015-02-13,3208
4745,29,1,2015-09-29,14043
1269,4,1,2015-09-12,971
4721,19,3,2015-06-15,13956
2885,1,3,2015-03-22,7040
1435,29,2,2015-04-24,1587
1887,1,1,2015-02-03,3290
4776,25,3,2015-03-26,14151
4313,35,1,2015-05-16,12384
3545,17,2,2015-08-28,9464
2307,2,2,2015-03-12,4870
1215,3,2,2015-01-18,780
1428,5,1,2015-01-18,1562
4297,2,3,2015-10-27,12318
1812,21,3,2015-10-14,3001
2217,38,2,2015-12-02,4529
2378,74,3,2015-04-15,5131
2397,127,2,2015-06-23,5203
3419,66,1,2015-08-20,8977
4131,19,2,2015-03-29,11650
2220,19,1,2015-08-04,4540
3870,22,2,2015-03-21,10706
1483,22,3,2015-06-14,1770
3449,23,3,2015-11-29,9072
1959,2,2,2015-12-13,3582
4825,29,3,2015-01-17,14346
3289,9,3,2015-05-02,8523
1256,64,3,2015-08-29,930
3369,75,1,2015-03-23,8817
2191,3,3,2015-10-25,4436
4645,1,1,2015-12-06,13625
3818,57,2,2015-08-08,10515
3857,4,3,2015-11-04,10664
3651,22,3,2015-07-31,9868
3689,143,3,2015-07-29,10023
2361,38,2,2015-10-03,5075
2513,70,1,2015-12-15,5625
2110,9,1,2015-07-29,4150
4895,35,3,2015-07-21,14609
2756,19,2,2015-07-31,6547
1960,10,2,2015-01-09,3583
3924,69,2,2015-10-29,10912
3020,54,2,2015-08-27,7520
4531,25,2,2015-08-10,13209
4901,9,1,2015-02-14,14630
3787,23,1,2015-09-24,10401
3688,2,1,2015-09-24,10018
4717,1,3,2015-04-10,13931
2210,23,2,2015-09-25,4507
4152,22,3,2015-05-29,11729
4507,7,2,2015-06-18,13109
1118,88,1,2015-05-13,432
4953,3,3,2015-05-07,14812
4417,29,1,2015-01-21,12782
2358,115,2,2015-12-15,5063
3122,49,2,2015-02-05,7918
3920,49,2,2015-05-10,10897
4592,7,1,2015-12-08,13431
1326,58,2,2015-11-09,1179
3729,80,1,2015-11-29,10159
2627,5,3,2015-10-31,6068
3393,83,2,2015-11-07,8885
4302,1,2,2015-08-03,12340
1734,14,2,2015-02-15,2679
3635,2,3,2015-02-26,9809
3232,18,2,2015-12-18,8319
2805,27,1,2015-04-18,6748
2214,38,1,2015-01-19,4518
4725,16,2,2015-12-02,13971
4975,23,2,2015-11-02,14890
3393,54,3,2015-02-23,8884
4456,35,3,2015-08-08,12927
4744,9,3,2015-08-29,14036
1264,19,2,2015-07-30,950
3104,17,3,2015-05-18,7843
4966,19,3,2015-01-25,14857
4183,80,1,2015-01-15,11854
3786,98,3,2015-02-10,10397
3299,66,1,2015-02-28,8561
1656,1,1,2015-07-07,2416
4753,122,3,2015-03-05,14078
2857,2,1,2015-04-18,6936
3692,17,2,2015-10-18,10035
2613,4,2,2015-08-23,6017
3509,38,3,2015-07-08,9327
3048,9,2,2015-10-06,7631
1160,69,1,2015-08-21,587
2629,31,2,2015-04-26,6073
1444,11,3,2015-06-06,1616
2578,2,3,2015-12-01,5878
4184,24,1,2015-06-28,11856
3201,1,3,2015-11-27,8200
3311,28,2,2015-05-02,8611
4294,4,3,2015-01-08,12301
2283,22,1,2015-01-18,4779
3325,29,3,2015-11-07,8662
3621,5,2,2015-11-02,9776
1968,24,1,2015-10-03,3616
3717,12,2,2015-04-01,10114
4704,100,1,2015-08-18,13884
3904,19,3,2015-05-11,10825
2336,4,1,2015-10-07,4968
3546,2,1,2015-11-22,9469
3797,22,3,2015-08-23,10436
4607,58,2,2015-12-15,13487
4522,25,3,2015-05-18,13162
4695,1,1,2015-10-13,13855
4919,7,3,2015-03-30,14679
3289,53,1,2015-03-15,8521
1200,65,3,2015-09-26,731
3789,70,3,2015-09-06,10405
1289,4,2,2015-11-08,1055
2415,1,1,2015-04-29,5268
1943,1,2,2015-09-30,3524
3685,53,1,2015-08-26,10007
3447,9,3,2015-11-27,9068
2164,28,1,2015-10-08,4337
4107,1,2,2015-02-05,11546
2744,29,2,2015-05-19,6500
1051,4,2,2015-08-12,184
2087,1,1,2015-04-09,4072
1020,25,2,2015-10-13,81
4546,8,2,2015-04-09,13262
1182,21,2,2015-11-29,671
2727,2,3,2015-12-15,6439
4314,48,3,2015-04-29,12392
2745,4,1,2015-02-19,6503
3147,7,1,2015-02-20,8008
2677,19,2,2015-12-07,6244
2321,19,3,2015-04-08,4921
4708,23,2,2015-10-02,13901
3225,26,2,2015-12-12,8296
3401,19,3,2015-09-28,8912
3735,26,3,2015-04-27,10181
2486,19,3,2015-11-25,5531
4790,46,1,2015-08-15,14216
1730,4,1,2015-09-19,2662
4724,19,2,2015-02-12,13966
4951,4,1,2015-01-09,14801
1341,9,3,2015-10-30,1242
4519,19,3,2015-09-02,13154
2914,64,1,2015-04-01,7130
3916,2,2,2015-10-04,10878
4145,28,2,2015-04-11,11701
3657,107,1,2015-01-27,9889
2546,82,2,2015-05-07,5752
2738,2,2,2015-02-03,6476
1491,10,2,2015-12-30,1800
3268,51,3,2015-04-18,8454
1820,23,3,2015-04-07,3036
1923,8,1,2015-12-06,3441
2968,38,3,2015-10-17,7336
4970,82,2,2015-08-08,14873
4827,22,3,2015-10-03,14358
3474,1,1,2015-04-07,9175
4417,10,3,2015-03-19,12784
3061,38,2,2015-11-05,7678
4364,10,2,2015-05-25,12591
2887,1,1,2015-01-17,7046
1292,49,3,2015-10-24,1064
1693,66,3,2015-12-27,2538
2267,2,3,2015-01-07,4717
2663,10,2,2015-09-10,6197
1551,1,1,2015-06-11,2011
3421,7,3,2015-05-12,8985
2785,103,2,2015-07-12,6662
4326,1,2,2015-05-02,12446
2871,21,2,2015-12-20,6990
4969,19,3,2015-05-26,14870
3463,1,3,2015-09-24,9128
1504,45,3,2015-11-30,1854
2528,1,3,2015-10-19,5690
1959,1,3,2015-05-15,3580
2479,2,3,2015-01-13,5509
4809,108,3,2015-04-13,14287
4047,60,3,2015-03-06,11334
2781,5,3,2015-01-11,6648
1837,57,2,2015-01-03,3098
3288,20,3,2015-04-26,8515
1152,38,1,2015-04-20,560
1641,64,2,2015-06-23,2353
2685,9,3,2015-07-19,6272
3599,57,1,2015-01-08,9690
2114,2,3,2015-11-06,4162
2019,19,1,2015-09-08,3799
4019,37,1,2015-03-19,11241
3663,2,1,2015-06-28,9914
3170,4,1,2015-12-03,8088
3537,20,2,2015-09-24,9435
3918,74,2,2015-06-22,10889
3507,4,1,2015-07-22,9313
4453,23,3,2015-05-22,12910
2769,133,1,2015-07-31,6606
4151,2,2,2015-11-02,11725
2291,40,3,2015-04-10,4811
1677,107,2,2015-02-21,2481
1499,5,2,2015-03-06,1832
2274,7,3,2015-01-05,4759
2186,19,1,2015-04-02,4422
4437,24,1,2015-08-07,12853
4856,49,1,2015-01-03,14470
3413,49,1,2015-09-23,8960
4741,4,3,2015-09-25,14023
4406,1,3,2015-05-27,12743
2601,8,3,2015-04-30,5970
4845,91,2,2015-10-12,14429
3695,38,3,2015-07-09,10047
2202,23,1,2015-02-28,4477
1027,5,2,2015-02-25,105
1744,69,1,2015-09-28,2724
4864,2,1,2015-12-04,14506
3730,65,3,2015-07-27,10163
2127,23,3,2015-01-01,4196
2672,9,1,2015-11-26,6228
1930,29,1,2015-02-02,3466
3623,80,2,2015-05-07,9783
4082,2,3,2015-05-01,11448
4387,25,2,2015-07-26,12671
4424,44,2,2015-08-22,12798
3630,59,2,2015-07-24,9797
2202,1,1,2015-05-28,4478
3036,18,2,2015-09-18,7583
4529,1,2,2015-05-10,13201
1968,2,1,2015-02-16,3614
1511,58,3,2015-03-22,1882
1503,50,3,2015-08-17,1849
2091,7,2,2015-07-30,4083
1651,21,1,2015-02-22,2387
1553,95,3,2015-03-20,2019
4746,75,2,2015-12-09,14050
2902,1,2,2015-06-12,7083
4205,7,1,2015-01-29,11939
1508,19,2,2015-11-15,1867
2403,74,3,2015-12-01,5228
4705,19,1,2015-05-22,13891
1285,18,3,2015-07-21,1037
4238,24,3,2015-12-03,12079
1938,23,3,2015-05-08,3505
3402,45,2,2015-05-23,8920
4031,19,2,2015-10-18,11278
1739,19,3,2015-05-31,2701
2104,26,3,2015-02-27,4126
4516,22,1,2015-12-07,13150
3485,5,1,2015-07-22,9223
4462,69,2,2015-06-07,12947
2544,140,2,2015-01-29,5744
2805,45,1,2015-08-30,6750
2969,96,3,2015-08-24,7338
3563,89,2,2015-11-25,9543
2683,26,3,2015-01-18,6266
3776,27,1,2015-07-18,10356
1331,4,2,2015-11-29,1203
1498,9,2,2015-05-28,1828
3890,19,1,2015-01-11,10768
4559,58,2,2015-02-07,13307
2723,9,1,2015-01-31,6424
2925,51,2,2015-12-11,7173
3684,29,1,2015-02-15,10003
1770,103,2,2015-11-19,2830
3661,2,3,2015-06-17,9902
1044,22,3,2015-10-25,160
3031,8,3,2015-11-25,7563
3028,7,2,2015-05-19,7551
3035,7,2,2015-03-04,7577
3189,17,3,2015-11-23,8165
3766,23,3,2015-11-08,10317
4540,9,1,2015-08-04,13243
4362,26,1,2015-07-11,12581
4355,50,1,2015-11-21,12556
1510,29,3,2015-10-25,1880
4299,2,3,2015-08-14,12327
1982,27,3,2015-12-14,3657
3365,10,1,2015-08-13,8806
3653,9,2,2015-11-09,9875
1795,8,3,2015-04-03,2936
4693,25,2,2015-04-24,13836
4219,5,2,2015-10-16,12002
3636,2,2,2015-05-14,9817
1595,3,1,2015-04-11,2167
3196,38,2,2015-05-05,8185
2657,50,3,2015-05-21,6173
4656,9,1,2015-10-14,13671
4239,19,3,2015-02-11,12082
1510,4,3,2015-08-21,1879
3462,38,1,2015-01-21,9121
3794,66,3,2015-11-01,10426
1408,22,3,2015-03-01,1477
3686,4,1,2015-08-29,10011
2273,100,3,2015-02-28,4751
4693,12,2,2015-03-13,13835
2597,23,3,2015-02-13,5953
1551,51,2,2015-07-21,2012
2888,34,3,2015-01-08,7048
1631,1,1,2015-08-14,2318
3564,3,1,2015-07-04,9546
4277,18,3,2015-11-25,12234
4410,58,1,2015-10-12,12756
3455,24,3,2015-11-18,9093
2467,2,1,2015-07-05,5467
2235,7,2,2015-01-19,4600
2145,66,3,2015-01-21,4267
3310,26,2,2015-03-08,8608
2876,1,2,2015-09-19,7010
3736,17,3,2015-02-26,10184
3402,2,2,2015-08-16,8921
1397,64,3,2015-12-21,1446
3497,23,2,2015-08-15,9271
3044,24,3,2015-06-07,7614
1296,4,3,2015-11-23,1082
3999,36,1,2015-11-16,11170
2492,22,3,2015-11-10,5549
1572,38,3,2015-09-21,2084
4224,10,2,2015-01-29,12025
2352,51,3,2015-01-31,5036
3609,19,1,2015-02-23,9725
4142,4,2,2015-11-17,11692
2736,38,2,2015-12-26,6470
2517,8,1,2015-03-20,5640
4999,26,2,2015-02-18,14957
4338,29,2,2015-03-24,12496
2215,7,2,2015-11-26,4525
2745,26,2,2015-04-21,6505
2861,57,1,2015-03-12,6949
3553,27,1,2015-05-10,9500
2993,119,2,2015-05-05,7428
4365,2,2,2015-02-20,12595
2860,22,1,2015-12-20,6945
3760,23,1,2015-11-22,10287
2505,18,1,2015-04-22,5585
1485,38,2,2015-07-12,1776
4608,9,2,2015-04-27,13490
2873,68,3,2015-07-15,6998
4848,1,1,2015-07-07,14437
2550,10,2,2015-12-23,5775
2085,38,1,2015-04-22,4062
2549,19,2,2015-08-24,5768
1200,7,1,2015-08-08,730
3463,24,2,2015-05-09,9125
3583,22,3,2015-08-02,9616
1276,59,3,2015-03-26,993
2951,45,1,2015-12-22,7270
4970,26,2,2015-07-23,14872
1492,104,2,2015-01-20,1804
3864,17,1,2015-08-26,10690
2506,38,2,2015-11-17,5590
4285,12,1,2015-04-22,12259
4822,20,2,2015-02-26,14337
3588,7,1,2015-12-15,9639
2520,74,2,2015-12-06,5657
1088,18,1,2015-01-14,316
1486,10,2,2015-09-23,1781
4080,68,3,2015-07-03,11440
3058,19,2,2015-07-27,7668
3133,1,1,2015-12-01,7952
1731,2,3,2015-08-17,2667
2436,11,2,2015-02-17,5344
3452,7,3,2015-05-15,9086
2761,23,2,2015-01-11,6574
1705,95,3,2015-07-28,2574
3221,8,1,2015-04-01,8279
1384,4,2,2015-12-19,1402
4570,10,2,2015-08-22,13346
2506,49,1,2015-12-27,5591
3380,23,3,2015-04-23,8842
2765,65,1,2015-11-30,6595
4840,2,1,2015-06-05,14413
1685,4,3,2015-08-18,2511
2028,27,1,2015-03-01,3828
1125,19,2,2015-08-27,455
1054,50,2,2015-09-02,204
4274,38,2,2015-01-23,12221
2710,9,1,2015-10-14,6376
2699,74,2,2015-11-28,6331
1918,1,2,2015-09-29,3415
4936,19,2,2015-03-02,14738
2535,5,2,2015-03-20,5711
4495,4,2,2015-08-24,13064
4216,7,2,2015-02-24,11983
1515,24,1,2015-09-21,1897
2604,7,2,2015-01-26,5983
4820,82,2,2015-12-07,14328
2340,11,3,2015-11-28,4988
2864,7,1,2015-03-13,6959
1366,2,1,2015-11-29,1337
3317,23,1,2015-06-29,8631
4218,29,1,2015-01-11,11997
3958,38,2,2015-11-04,11028
1309,1,2,2015-04-01,1128
1394,29,3,2015-05-24,1435
4412,19,3,2015-05-04,12763
3649,136,1,2015-06-21,9861
4805,4,3,2015-10-13,14269
1599,103,3,2015-04-20,2183
4321,19,1,2015-09-12,12424
3397,7,1,2015-02-20,8898
3767,50,3,2015-06-06,10321
2781,38,2,2015-06-01,6650
3750,24,3,2015-05-17,10244
4574,50,3,2015-11-27,13366
4180,53,2,2015-04-01,11838
3897,38,2,2015-02-01,10795
4333,28,1,2015-07-01,12468
3796,142,1,2015-06-06,10431
2240,7,3,2015-05-18,4620
2967,18,2,2015-02-06,7335
2581,57,1,2015-12-14,5891
1248,9,3,2015-12-15,913
3830,9,2,2015-10-18,10555
3976,13,3,2015-05-08,11105
1842,22,1,2015-02-23,3116
1626,24,1,2015-02-18,2302
4059,9,2,2015-01-05,11362
2370,2,3,2015-09-12,5109
4466,7,2,2015-09-03,12964
2404,8,1,2015-02-10,5230
3224,9,1,2015-03-14,8289
1478,23,3,2015-02-12,1745
2229,19,3,2015-12-22,4572
4418,74,3,2015-10-04,12789
3571,27,2,2015-07-07,9566
2234,19,3,2015-02-27,4593
3416,1,3,2015-02-07,8969
3429,23,1,2015-06-29,9013
1046,23,1,2015-06-24,165
4498,4,3,2015-04-19,13073
2152,10,3,2015-09-03,4294
1425,29,1,2015-03-18,1545
3946,22,3,2015-11-19,10984
1009,1,2,2015-05-14,35
2825,38,2,2015-12-25,6819
4592,2,2,2015-06-22,13428
1449,2,3,2015-05-27,1631
1837,50,1,2015-06-18,3099
4322,20,3,2015-10-31,12428
2039,50,3,2015-06-18,3865
3999,51,1,2015-05-19,11168
1183,19,1,2015-01-04,672
2441,57,1,2015-07-03,5372
2739,3,2,2015-09-19,6481
3049,8,3,2015-02-05,7635
1697,22,1,2015-05-29,2552
4109,51,3,2015-08-24,11557
3217,51,2,2015-03-20,8261
4879,4,2,2015-10-12,14563
3505,49,1,2015-10-11,9309
4292,9,1,2015-10-26,12289
4813,7,3,2015-08-04,14300
1379,24,1,2015-04-17,1375
3410,18,3,2015-05-31,8947
4074,2,1,2015-09-10,11412
3438,19,3,2015-01-04,9039
2919,3,3,2015-06-30,7149
1401,19,3,2015-05-29,1455
2074,17,3,2015-12-20,4025
4193,57,2,2015-08-30,11895
1195,48,3,2015-11-04,712
4850,4,1,2015-07-15,14443
3255,69,2,2015-01-08,8402
2572,38,2,2015-05-27,5854
3803,10,3,2015-12-14,10455
3342,19,2,2015-06-22,8712
3167,38,3,2015-08-20,8077
3517,2,1,2015-07-14,9356
1391,5,3,2015-03-14,1424
2682,25,2,2015-01-20,6261
1363,50,1,2015-01-15,1318
4849,7,3,2015-05-17,14441
3107,114,1,2015-11-16,7855
2171,8,1,2015-04-22,4367
2286,25,2,2015-06-19,4786
1449,29,1,2015-10-03,1632
2192,9,2,2015-02-10,4439
1926,18,1,2015-05-29,3450
1245,30,3,2015-12-04,899
4034,2,1,2015-11-13,11286
3719,18,3,2015-02-22,10124
1033,10,3,2015-06-15,125
1293,2,1,2015-10-26,1068
3737,19,3,2015-12-12,10197
1114,10,1,2015-04-26,414
2286,7,1,2015-12-04,4788
1782,1,3,2015-09-13,2879
2837,5,3,2015-09-19,6862
2011,64,2,2015-12-23,3765
3067,65,3,2015-09-22,7703
3191,3,2,2015-12-30,8171
4161,2,3,2015-09-24,11766
2526,27,1,2015-10-16,5685
1582,19,3,2015-07-08,2120
3663,7,1,2015-11-20,9916
1237,5,1,2015-03-08,866
2635,2,1,2015-09-17,6098
3034,74,2,2015-05-22,7574
3005,7,3,2015-07-12,7466
2476,16,1,2015-07-30,5498
1052,9,1,2015-05-15,194
3781,9,2,2015-09-23,10372
4736,8,3,2015-04-03,14005
4101,10,3,2015-01-30,11516
2535,25,2,2015-10-17,5712
1924,19,2,2015-09-07,3446
3079,15,3,2015-01-04,7737
4270,17,2,2015-02-08,12202
2797,10,3,2015-09-12,6712
3813,2,3,2015-01-18,10495
4412,19,1,2015-12-20,12764
2997,25,1,2015-06-02,7441
3703,5,3,2015-03-24,10069
2260,17,3,2015-10-02,4695
3583,38,3,2015-12-03,9618
2513,10,3,2015-01-30,5622
4336,49,3,2015-09-25,12485
2017,93,3,2015-02-19,3788
2787,5,2,2015-05-09,6672
3460,4,3,2015-09-14,9112
4056,13,2,2015-08-29,11356
2063,19,2,2015-08-23,3969
2085,3,3,2015-04-04,4061
3778,38,3,2015-03-13,10360
2691,107,2,2015-03-09,6297
2534,23,2,2015-11-08,5708
2315,10,3,2015-12-17,4905
1094,1,3,2015-05-16,335
4529,133,2,2015-05-24,13202
2745,57,2,2015-04-29,6506
4352,19,2,2015-11-28,12543
2783,7,1,2015-03-31,6654
3280,8,2,2015-04-14,8484
3473,2,1,2015-04-07,9169
3476,74,3,2015-06-28,9186
2173,10,3,2015-08-11,4375
4170,10,2,2015-05-11,11807
1596,17,3,2015-07-14,2173
1265,23,3,2015-04-13,959
1259,58,3,2015-09-20,938
4102,29,3,2015-10-23,11522
3465,16,1,2015-04-16,9136
3504,9,1,2015-11-05,9303
3336,23,2,2015-03-26,8694
3001,19,2,2015-11-14,7450
4078,26,2,2015-04-18,11431
3244,19,3,2015-11-20,8347
3544,2,3,2015-03-10,9461
2760,4,1,2015-04-14,6567
4643,19,1,2015-12-02,13616
3601,5,2,2015-12-20,9703
2275,18,1,2015-08-02,4761
3082,22,1,2015-04-10,7753
4273,5,1,2015-01-22,12214
1951,37,1,2015-10-22,3560
3589,4,1,2015-01-31,9643
2404,3,2,2015-10-15,5233
3619,23,2,2015-04-07,9765
4733,38,1,2015-03-09,13994
4868,66,2,2015-05-02,14521
3410,4,3,2015-07-03,8948
4937,21,1,2015-02-14,14743
2979,117,3,2015-08-09,7376
2278,71,2,2015-08-10,4770
4512,4,2,2015-11-08,13137
1940,8,3,2015-11-18,3515
1867,22,2,2015-03-29,3215
1888,9,1,2015-05-21,3296
2073,9,3,2015-06-18,4021
4023,58,1,2015-01-21,11253
4416,24,3,2015-10-29,12780
4210,10,2,2015-08-07,11956
1520,78,3,2015-02-26,1913
1890,26,3,2015-04-20,3308
3079,82,1,2015-01-30,7738
1772,28,2,2015-11-02,2837
1361,19,1,2015-07-12,1313
4073,74,2,2015-02-13,11407
2128,5,1,2015-04-24,4199
1882,42,3,2015-09-25,3271
4895,1,1,2015-06-01,14608
1431,4,2,2015-03-05,1572
2159,29,2,2015-07-17,4318
2666,57,3,2015-12-14,6210
2986,70,2,2015-05-19,7401
3491,19,1,2015-10-26,9250
3844,7,3,2015-08-14,10608
4002,19,2,2015-04-30,11177
3963,19,2,2015-01-26,11053
2997,4,1,2015-08-03,7442
4122,57,1,2015-06-05,11611
4326,38,3,2015-04-11,12445
4331,19,2,2015-09-10,12465
4199,3,1,2015-12-29,11921
1910,1,3,2015-09-25,3389
2713,4,2,2015-08-18,6389
4535,24,2,2015-12-05,13222
1529,9,3,2015-06-17,1948
4361,69,3,2015-02-18,12574
1208,5,1,2015-08-21,756
1789,7,2,2015-10-22,2914
4592,69,2,2015-08-07,13430
2141,7,2,2015-03-08,4253
1425,7,3,2015-09-24,1546
3264,19,1,2015-01-13,8435
4575,58,2,2015-12-10,13371
1042,7,3,2015-05-22,154
4624,3,2,2015-05-18,13549
1692,7,1,2015-05-08,2533
4861,20,2,2015-03-28,14488
1409,19,1,2015-07-28,1481
4403,25,1,2015-05-08,12729
1000,19,2,2015-11-25,4
2359,25,2,2015-08-28,5068
1613,38,1,2015-08-08,2244
2632,7,3,2015-08-17,6088
3974,19,1,2015-06-19,11098
1742,4,2,2015-11-27,2717
3281,8,2,2015-10-25,8488
2610,57,3,2015-10-21,6001
3209,25,1,2015-01-25,8236
1032,58,1,2015-07-13,119
2257,38,1,2015-05-15,4687
4500,2,2,2015-06-08,13083
2134,24,1,2015-08-27,4228
4542,74,3,2015-01-18,13251
1921,14,2,2015-02-23,3424
3363,23,2,2015-12-29,8796
3220,5,1,2015-11-07,8271
2547,9,3,2015-04-06,5756
3675,80,2,2015-08-03,9963
3410,68,2,2015-08-30,8949
3721,68,1,2015-07-04,10135
2204,38,1,2015-09-27,4487
2251,50,3,2015-02-27,4658
4706,36,1,2015-08-07,13893
1762,7,3,2015-01-21,2796
2996,69,2,2015-01-08,7436
3727,1,3,2015-05-19,10151
4230,142,3,2015-06-25,12048
2089,40,3,2015-10-16,4080
1452,71,2,2015-05-21,1644
4176,103,1,2015-05-05,11822
2484,1,2,2015-08-12,5526
3590,142,1,2015-05-30,9651
1015,80,3,2015-03-22,63
4942,7,3,2015-01-29,14771
2038,5,3,2015-05-17,3864
4024,58,3,2015-03-11,11258
4089,19,3,2015-10-04,11472
2287,18,1,2015-09-23,4791
1946,24,1,2015-12-08,3537
4899,21,3,2015-03-13,14625
4656,66,2,2015-11-01,13672
1340,74,2,2015-11-18,1238
3800,44,3,2015-02-08,10445
4883,4,1,2015-01-16,14573
4752,107,2,2015-05-18,14074
4120,5,2,2015-03-13,11600
1776,42,2,2015-03-20,2852
4445,25,3,2015-04-15,12888
1515,50,2,2015-11-06,1898
4470,36,2,2015-06-23,12979
2551,6,2,2015-06-06,5777
2062,23,2,2015-09-03,3965
4407,26,1,2015-02-19,12746
1479,19,3,2015-05-15,1749
1049,83,3,2015-08-04,173
3062,71,1,2015-03-22,7681
3328,60,1,2015-10-15,8675
2269,26,3,2015-09-20,4724
2195,1,2,2015-07-10,4459
4757,36,2,2015-01-12,14089
4883,58,3,2015-05-16,14574
1846,9,2,2015-09-11,3133
4439,5,1,2015-08-21,12859
2102,12,2,2015-01-25,4120
3333,49,2,2015-02-22,8688
4486,26,2,2015-11-06,13024
3010,12,3,2015-08-14,7484
1206,19,1,2015-01-02,749
2220,1,2,2015-01-07,4539
1989,38,3,2015-09-09,3673
3635,48,2,2015-06-19,9811
1275,72,1,2015-04-11,987
3433,26,2,2015-08-22,9022
1426,94,1,2015-07-08,1551
1110,29,2,2015-09-09,398
4163,53,1,2015-04-23,11775
4809,2,2,2015-09-28,14288
3559,24,1,2015-07-02,9523
3385,9,2,2015-06-28,8861
4523,40,2,2015-02-27,13166
4335,6,3,2015-01-05,12477
1900,4,3,2015-01-08,3348
1859,22,1,2015-05-28,3181
3139,38,2,2015-02-17,7975
1614,50,1,2015-02-03,2246
4694,5,3,2015-07-07,13844
4257,40,1,2015-08-18,12144
1604,1,1,2015-11-11,2204
4857,7,3,2015-07-28,14473
2017,10,2,2015-10-23,3789
3239,7,1,2015-11-27,8335
4194,55,3,2015-05-11,11901
1014,25,2,2015-01-04,60
3651,28,3,2015-07-04,9867
1591,86,1,2015-03-20,2155
1572,53,2,2015-07-14,2083
2255,3,2,2015-12-18,4679
1793,4,3,2015-10-22,2931
3256,23,3,2015-07-30,8409
3176,23,3,2015-02-05,8105
2790,134,2,2015-10-11,6687
3581,1,2,2015-04-12,9602
1190,43,1,2015-10-27,700
4960,4,2,2015-08-15,14840
1697,77,1,2015-11-17,2553
1208,1,3,2015-12-16,758
1148,23,3,2015-01-14,546
1763,23,2,2015-12-27,2800
4526,9,3,2015-08-21,13190
