member_number,Recency,Frequency,Monetary
2016,234.0,2,47.6
2017,66.14285714285714,7,180.4
2018,138.6,5,139.6
2019,81.14285714285714,7,91.1
2020,232.33333333333334,3,67.8
2021,352.0,1,20.6
2022,112.5,6,260.7
2023,213.0,3,64.11
2024,296.0,2,10.25
2025,192.66666666666666,3,73.4
2026,361.0,2,75.2
2027,336.0,2,41.2
2028,101.16666666666667,6,134.29
2029,116.4,5,86.7
2030,233.33333333333334,3,33.22
2031,180.25,4,157.0
2032,347.5,2,54.45
2033,158.5,4,201.5
2034,183.33333333333334,3,62.46
2035,182.33333333333334,3,113.22
2036,232.0,3,32.3
2037,208.66666666666666,3,101.95
2038,138.8,5,76.95
2039,97.5,2,47.4
2040,104.83333333333333,6,140.01
2041,98.42857142857143,7,165.5
2042,103.66666666666667,6,139.25
2043,139.4,5,113.58
2044,163.25,4,66.01
2045,98.28571428571429,7,148.41
2046,152.5,2,35.25
2047,144.8,5,96.81
2048,112.33333333333333,6,73.2
2049,159.25,4,95.3
2050,218.0,2,23.9
2051,88.625,8,284.9
2053,166.0,3,32.2
2054,170.33333333333334,3,95.12
2055,82.57142857142857,7,101.85
2056,99.16666666666667,6,145.23
2057,311.5,2,32.55
2058,159.25,4,65.76
2059,170.25,4,165.36
2060,292.0,2,36.4
2061,80.25,4,127.61
2062,165.0,3,48.11
2063,97.16666666666667,6,116.9
2064,217.33333333333334,3,53.0
2065,116.83333333333333,6,84.0
2066,173.25,4,137.7
2067,158.5,4,36.54
2068,115.2,5,81.65
2069,113.6,5,146.1
2070,71.22222222222223,9,223.85
2071,161.5,4,82.66
2072,136.0,5,96.2
2073,82.25,4,83.66
2074,122.5,4,55.2
2075,202.0,3,18.0
2076,178.75,4,58.0
2077,152.75,4,170.9
2078,297.5,2,59.05
2079,134.6,5,168.41
2080,262.5,2,53.6
2081,228.0,3,103.01
2082,111.5,4,45.9
2083,108.75,4,108.0
2084,222.5,2,27.1
2085,181.5,4,66.7
2086,120.16666666666667,6,182.4
2087,137.25,4,70.0
2088,232.5,2,32.7
2089,86.57142857142857,7,161.3
2091,177.75,4,69.4
2092,127.6,5,96.31
2093,113.66666666666667,6,159.31
2094,222.66666666666666,3,34.44
2095,134.0,2,38.2
2096,339.0,1,8.6
2097,218.66666666666666,3,111.27
2098,257.5,2,35.8
2100,108.33333333333333,6,151.15
2101,89.25,4,39.6
2102,105.4,5,108.5
2103,294.0,1,20.55
2104,136.5,4,110.4
2105,196.5,2,72.07
2106,141.8,5,56.4
2107,120.16666666666667,6,113.0
2108,156.0,3,60.92
2109,162.25,4,51.9
2110,134.33333333333334,3,81.51
2111,144.75,4,63.51
2112,287.5,2,19.0
2113,155.66666666666666,3,44.6
2114,165.0,3,33.3
2115,155.66666666666666,3,61.4
2116,342.5,2,12.1
2117,92.33333333333333,3,146.28
2118,356.5,2,68.2
2119,180.66666666666666,3,69.2
2120,101.14285714285714,7,180.0
2121,308.5,2,20.6
2122,158.25,4,82.16
2123,572.0,1,38.6
2125,318.5,2,60.9
2126,612.0,1,49.0
2127,141.8,5,95.22
2128,64.4,5,111.23
2129,120.66666666666667,6,115.91
2131,113.33333333333333,6,90.0
2132,141.0,5,76.2
2133,87.42857142857143,7,169.98
2134,237.33333333333334,3,69.4
2135,341.5,2,62.8
2136,323.0,1,9.0
2137,355.0,2,93.3
2138,97.14285714285714,7,221.86
2139,137.6,5,81.6
2140,225.0,3,22.7
2141,169.25,4,31.0
2142,117.2,5,156.01
2143,126.0,3,49.31
2144,135.2,5,148.6
2145,171.5,2,16.8
2146,193.0,3,72.9
2147,153.75,4,53.61
2148,143.2,5,62.26
2149,162.25,4,93.0
2151,125.6,5,176.95
2152,139.0,5,81.3
2153,342.0,2,17.09
2154,115.6,5,97.7
2155,143.75,4,40.4
2156,170.75,4,44.2
2157,144.0,4,120.56
2158,277.5,2,56.8
2159,149.33333333333334,3,80.07
2160,119.0,6,126.96
2161,302.5,2,19.92
2162,215.33333333333334,3,107.51
2164,77.55555555555556,9,155.61
2165,76.5,6,65.3
2166,110.5,6,117.76
2167,72.75,4,122.41
2168,230.33333333333334,3,40.95
2169,138.6,5,83.41
2170,224.66666666666666,3,94.45
2171,45.666666666666664,6,187.5
2172,278.5,2,59.8
2173,190.0,2,40.1
2174,241.33333333333334,3,30.8
2175,108.83333333333333,6,102.52
2176,119.0,5,108.8
2177,183.0,3,43.85
2178,140.6,5,177.1
2179,258.0,1,41.15
2180,229.5,2,21.1
2181,211.33333333333334,3,73.6
2183,190.33333333333334,3,45.6
2184,73.75,8,241.86
2185,159.5,4,69.9
2186,104.5,6,128.26
2187,165.0,3,37.75
2188,112.0,4,74.75
2190,115.0,2,39.1
2191,108.5,4,101.67
2192,202.0,2,27.3
2193,65.81818181818181,11,361.45
2194,114.4,5,127.91
2195,165.5,4,58.77
2196,137.2,5,103.4
2197,542.0,1,13.8
2198,507.0,1,22.8
2199,349.5,2,33.0
2200,99.0,3,94.9
2201,173.5,4,117.65
2202,121.16666666666667,6,169.45
2203,186.0,1,64.2
2204,127.4,5,108.6
2205,214.0,2,54.31
2206,184.66666666666666,3,40.5
2207,172.5,4,74.2
2208,153.0,1,95.8
2209,98.4,5,156.4
2210,73.0,5,277.35
2211,90.75,4,74.3
2212,114.0,5,88.4
2213,492.0,1,5.3
2214,345.0,1,30.6
2215,99.42857142857143,7,128.8
2216,43.0,1,24.21
2217,205.0,3,91.05
2218,99.33333333333333,6,80.6
2219,193.0,3,19.2
2220,178.5,2,28.21
2221,185.66666666666666,3,83.42
2222,97.85714285714286,7,170.95
2225,114.25,4,82.5
2226,121.33333333333333,6,108.1
2227,103.0,2,27.7
2228,215.5,2,45.66
2229,65.5,8,210.51
2230,133.5,4,195.91
2231,107.16666666666667,6,109.21
2232,140.8,5,155.7
2233,153.75,4,86.06
2234,104.33333333333333,6,166.0
2235,74.33333333333333,6,113.35
2236,180.5,4,119.72
2237,182.0,4,89.6
2238,181.0,4,105.3
2239,134.0,3,69.41
2240,90.8,5,81.54
2241,176.75,4,78.9
2242,173.5,4,87.82
2243,113.75,4,74.9
2244,118.33333333333333,6,141.8
2245,169.75,4,98.56
2246,354.0,2,108.3
2247,168.66666666666666,3,68.15
2248,288.0,1,4.4
2249,171.0,2,55.11
2250,43.5,2,73.4
2251,138.4,5,205.0
2252,110.0,6,134.57
2253,126.33333333333333,3,34.3
2254,139.8,5,135.7
2255,123.6,5,105.85
2256,128.75,4,85.35
2257,137.75,4,64.9
2258,236.0,3,33.3
2259,234.66666666666666,3,29.75
2260,62.0,3,62.75
2261,118.0,6,65.51
2262,119.0,4,108.96
2263,181.0,1,39.91
2264,175.33333333333334,3,59.21
2265,66.66666666666667,3,93.85
2266,243.5,2,86.3
2267,94.66666666666667,6,161.4
2269,241.33333333333334,3,81.9
2270,62.833333333333336,6,222.42
2271,63.18181818181818,11,241.8
2272,95.5,6,142.0
2273,71.85714285714286,7,89.01
2274,135.2,5,79.34
2275,112.5,2,33.32
2276,174.33333333333334,3,58.71
2277,219.0,3,89.46
2278,218.33333333333334,3,42.84
2279,242.0,3,90.6
2280,192.0,2,35.5
2281,64.0,1,53.7
2282,233.0,1,57.6
2283,201.5,2,38.42
2284,180.75,4,131.41
2285,271.0,2,26.21
2286,64.66666666666667,3,99.9
2287,151.25,4,84.21
2288,110.0,4,83.12
2289,99.0,7,137.85
2290,93.0,4,94.2
2291,128.8,5,97.85
2292,280.0,1,12.4
2293,79.875,8,140.57
2294,80.11111111111111,9,205.61
2295,141.25,4,47.9
2296,566.0,1,5.35
2297,304.0,1,5.92
2298,78.375,8,166.8
2299,211.66666666666666,3,73.47
2300,163.5,4,107.3
2301,154.0,4,39.35
2302,700.0,1,6.0
2303,232.66666666666666,3,122.6
2304,182.0,1,6.4
2305,146.0,3,102.35
2306,134.4,5,93.54
2307,153.5,4,121.62
2308,313.0,2,28.6
2309,155.5,4,64.07
2310,162.25,4,137.68
2311,116.16666666666667,6,127.7
2312,171.0,4,74.5
2313,303.5,2,38.54
2314,137.8,5,67.3
2315,96.85714285714286,7,128.42
2316,227.0,3,83.17
2318,192.5,2,33.7
2319,210.0,2,84.5
2320,138.6,5,110.91
2321,173.0,4,121.2
2322,355.0,2,24.8
2323,240.0,2,52.3
2324,208.0,3,41.6
2325,118.16666666666667,6,110.58
2326,55.666666666666664,3,57.3
2327,71.75,4,78.0
2328,353.5,2,69.7
2329,290.5,2,30.3
2330,224.0,2,17.4
2331,105.16666666666667,6,82.23
2332,118.83333333333333,6,97.81
2334,347.5,2,27.0
2335,175.5,2,30.21
2336,175.25,4,120.84
2337,112.16666666666667,6,105.8
2338,219.66666666666666,3,121.2
2339,175.25,4,110.0
2340,101.71428571428571,7,134.4
2341,141.2,5,115.02
2342,199.5,2,26.3
2343,158.25,4,37.1
2344,112.66666666666667,6,230.0
2345,142.25,4,51.5
2346,129.6,5,191.9
2347,357.0,2,33.3
2348,87.5,6,158.92
2349,93.71428571428571,7,116.32
2350,318.0,2,10.5
2351,242.66666666666666,3,62.64
2352,214.33333333333334,3,53.1
2353,177.75,4,50.7
2354,361.5,2,15.3
2355,142.8,5,89.71
2356,123.6,5,129.0
2357,83.42857142857143,7,165.86
2358,184.0,3,111.16
2359,108.6,5,101.62
2360,179.66666666666666,3,73.31
2361,181.25,4,59.9
2362,126.8,5,105.75
2363,98.0,4,156.6
2364,131.25,4,106.3
2365,115.2,5,158.6
2366,112.25,4,71.5
2368,49.0,1,53.8
2369,180.5,4,143.5
2370,74.42857142857143,7,178.27
2371,195.66666666666666,3,56.6
2372,223.0,2,19.6
2373,495.0,1,10.1
2374,119.0,5,154.3
2375,129.0,5,138.6
2376,187.66666666666666,3,93.0
2377,342.5,2,35.0
2378,259.0,1,49.0
2379,192.33333333333334,3,78.5
2380,105.66666666666667,6,177.75
2381,87.42857142857143,7,165.02
2383,143.2,5,147.29
2384,357.5,2,32.61
2386,90.25,4,83.0
2387,659.0,1,8.1
2388,169.5,4,60.63
2389,117.0,6,166.19
2390,142.2,5,51.56
2391,118.5,6,100.4
2392,141.0,2,50.8
2393,216.0,3,98.1
2394,67.4,10,221.0
2395,287.0,2,107.61
2396,125.4,5,79.86
2397,95.0,2,51.94
2398,186.66666666666666,3,26.2
2399,128.8,5,139.3
2400,165.5,4,154.16
2401,134.0,5,111.3
2402,207.66666666666666,3,66.83
2403,156.25,4,142.1
2404,86.8,5,81.3
2406,94.0,7,110.96
2407,240.33333333333334,3,76.3
2408,83.0,7,189.94
2410,129.66666666666666,3,78.0
2411,240.66666666666666,3,48.4
2412,191.5,2,71.3
2413,118.5,6,86.66
2414,574.0,1,21.0
2415,138.25,4,133.9
2416,227.33333333333334,3,81.6
2417,422.0,1,11.4
2419,174.0,3,93.8
2420,177.0,3,70.0
2421,97.85714285714286,7,150.3
2422,70.0,2,62.41
2423,343.0,2,34.8
2424,215.66666666666666,3,68.1
2425,207.0,2,9.1
2426,71.14285714285714,7,203.52
2427,124.33333333333333,3,46.15
2428,114.5,6,85.45
2429,184.0,1,33.96
2430,233.66666666666666,3,98.4
2431,142.4,5,82.97
2432,101.42857142857143,7,137.01
2433,90.14285714285714,7,375.31
2434,128.66666666666666,3,86.5
2435,139.2,5,157.05
2436,99.5,4,86.6
2437,134.6,5,134.7
2438,292.0,2,51.61
2439,170.5,4,92.34
2440,77.88888888888889,9,223.3
2441,95.0,6,73.92
2442,674.0,1,13.4
2443,99.14285714285714,7,241.7
2444,186.33333333333334,3,56.44
2445,155.5,4,87.61
2446,177.5,4,79.8
2447,89.28571428571429,7,204.0
2448,88.83333333333333,6,74.9
2449,127.5,4,85.6
2450,172.33333333333334,3,49.7
2451,224.0,3,30.65
2452,226.66666666666666,3,129.16
2453,115.5,6,114.69
2454,76.57142857142857,7,143.1
2455,316.0,2,45.7
2456,655.0,1,12.5
2457,179.66666666666666,3,23.0
2458,202.5,2,55.7
2459,223.0,3,100.7
2460,170.25,4,70.7
2461,352.5,2,38.31
2462,178.0,2,67.78
2463,238.33333333333334,3,19.2
2464,141.75,4,76.7
2465,103.0,2,124.31
2466,175.25,4,150.2
2467,65.83333333333333,6,86.8
2468,253.0,2,29.8
2469,140.25,4,104.8
2470,152.0,4,64.31
2471,168.33333333333334,3,57.3
2472,174.25,4,57.1
2473,208.0,2,26.4
2474,324.0,1,11.0
2475,121.16666666666667,6,126.8
2476,98.6,5,37.85
2477,212.66666666666666,3,26.9
2478,336.5,2,111.45
2479,134.2,5,40.05
2480,139.4,5,46.7
2481,255.0,2,74.77
2482,708.0,1,6.9
2483,169.25,4,75.5
2484,130.2,5,136.76
2485,105.33333333333333,3,46.45
2486,310.0,2,41.15
2487,139.0,2,18.1
2488,245.5,2,69.5
2489,173.0,4,62.42
2490,214.33333333333334,3,19.92
2492,94.28571428571429,7,210.64
2493,291.0,2,20.7
2494,59.75,4,135.8
2495,174.5,4,83.7
2496,138.5,4,99.36
2497,511.0,1,4.9
2499,105.6,5,159.22
2500,119.66666666666667,3,85.55
2501,286.5,2,23.0
2502,186.66666666666666,3,97.62
2503,325.0,1,63.9
2504,137.6,5,127.71
2505,174.0,4,76.9
2506,167.75,4,56.9
2507,198.0,4,125.6
2508,145.25,4,61.25
2509,125.0,4,105.1
2510,154.75,4,121.8
2511,84.25,8,202.74
2512,76.33333333333333,6,208.22
2513,83.5,4,80.3
2514,242.0,3,81.11
2515,140.4,5,96.29
2516,135.5,2,48.3
2517,74.66666666666667,9,256.26
2518,99.5,4,100.5
2519,105.33333333333333,6,99.7
2520,237.66666666666666,3,34.77
2521,216.0,3,70.2
2522,194.33333333333334,3,49.3
2523,89.0,5,130.06
2524,63.9,10,235.45
2525,133.2,5,97.54
2526,345.0,2,21.1
2527,172.0,2,53.1
2528,218.33333333333334,3,65.31
2530,127.75,4,77.54
2531,360.0,2,57.5
2532,155.0,3,90.76
2533,155.0,3,70.4
2534,114.83333333333333,6,123.52
2535,127.6,5,95.5
2536,229.66666666666666,3,59.3
2537,225.0,3,35.6
2538,223.0,3,43.2
2539,201.0,2,20.6
2540,116.66666666666667,6,132.71
2541,238.33333333333334,3,28.2
2542,242.66666666666666,3,71.0
2543,145.5,4,85.85
2544,179.5,4,74.6
2545,119.16666666666667,6,43.35
2546,287.0,2,37.8
2547,137.2,5,148.6
2548,145.25,4,63.45
2549,78.57142857142857,7,201.92
2550,95.85714285714286,7,163.15
2551,239.33333333333334,3,83.6
2552,135.8,5,119.53
2553,83.66666666666667,6,73.24
2555,87.57142857142857,7,196.8
2556,166.0,4,95.8
2557,233.33333333333334,3,58.4
2558,140.0,1,10.6
2559,180.33333333333334,3,72.7
2560,103.33333333333333,6,165.52
2561,155.0,4,74.85
2562,152.25,4,111.2
2563,89.5,4,98.55
2564,178.75,4,87.8
2565,152.0,4,75.74
2566,333.0,1,44.92
2567,526.0,1,22.4
2568,57.714285714285715,7,167.31
2569,147.33333333333334,3,91.1
2570,134.6,5,86.4
2571,180.33333333333334,3,76.1
2572,217.0,1,39.4
2573,144.4,5,157.41
2574,107.5,4,98.44
2575,155.5,2,74.2
2576,269.0,2,52.3
2577,165.5,4,29.45
2578,99.85714285714286,7,155.77
2579,143.66666666666666,3,92.3
2580,127.2,5,124.01
2581,130.6,5,99.85
2582,149.5,2,143.8
2583,159.0,2,67.51
2584,85.5,8,153.97
2585,148.0,4,35.4
2586,86.5,2,53.11
2587,85.4,5,84.25
2588,361.0,2,42.8
2589,91.28571428571429,7,99.44
2590,98.0,5,104.51
2591,242.5,2,6.6
2592,79.66666666666667,6,141.94
2593,208.66666666666666,3,41.33
2594,180.75,4,49.3
2595,145.2,5,134.45
2597,99.14285714285714,7,125.25
2598,49.0,1,59.1
2599,84.25,4,160.1
2600,76.57142857142857,7,158.9
2601,111.66666666666667,6,197.0
2602,121.0,6,145.45
2603,550.0,1,31.86
2604,127.2,5,103.11
2605,288.0,2,33.35
2606,239.33333333333334,3,60.71
2607,352.0,2,19.3
2608,151.75,4,43.4
2609,287.0,2,22.6
2610,242.66666666666666,3,75.04
2611,227.33333333333334,3,38.35
2612,82.71428571428571,7,149.27
2613,97.5,6,75.45
2614,188.0,1,9.0
2615,355.0,2,27.2
2616,157.5,4,72.0
2617,96.57142857142857,7,126.85
2618,144.8,5,163.9
2619,239.0,3,43.56
2620,155.0,4,53.55
2621,276.0,2,25.2
2622,99.33333333333333,3,74.7
2623,198.66666666666666,3,65.5
2624,111.5,2,61.8
2625,52.7,10,243.06
2626,342.0,2,39.0
2627,226.66666666666666,3,42.2
2628,393.0,1,18.0
2629,122.0,5,178.55
2630,239.33333333333334,3,77.24
2631,226.0,3,30.5
2632,73.55555555555556,9,254.8
2633,98.83333333333333,6,102.2
2634,252.0,1,36.9
2635,101.0,2,67.21
2636,112.5,2,78.0
2637,280.0,2,12.9
2638,361.5,2,83.4
2639,190.0,3,61.1
2640,252.0,1,4.8
2641,127.6,5,96.1
2642,240.0,3,43.6
2643,124.6,5,86.56
2644,213.66666666666666,3,43.9
2645,70.25,8,157.6
2646,144.33333333333334,3,100.6
2648,122.8,5,152.7
2649,170.0,4,85.2
2650,127.0,4,193.72
2651,360.5,2,32.12
2652,160.66666666666666,3,116.69
2653,123.6,5,77.15
2654,105.33333333333333,6,145.3
2655,179.5,2,45.76
2656,127.8,5,105.1
2657,136.5,2,57.2
2658,229.0,2,26.9
2659,104.0,5,172.98
2660,325.0,2,86.21
2661,122.25,4,71.91
2662,231.66666666666666,3,33.41
2663,78.77777777777777,9,208.83
2664,240.33333333333334,3,62.9
2665,222.5,2,84.66
2666,89.71428571428571,7,110.55
2667,217.0,2,38.29
2668,394.0,1,4.2
2669,162.5,4,62.1
2670,251.0,2,47.1
2671,153.5,4,56.3
2672,117.4,5,121.8
2673,154.25,4,36.1
2674,202.66666666666666,3,41.7
2675,161.66666666666666,3,18.2
2676,143.8,5,129.9
2677,11.5,2,33.6
2678,71.25,4,99.05
2679,162.0,3,57.39
2680,163.5,4,70.1
2681,160.66666666666666,3,72.0
2682,135.6,5,49.2
2683,211.66666666666666,3,82.7
2684,353.0,1,7.5
2685,137.4,5,60.4
2686,193.0,2,27.0
2687,127.0,4,140.6
2688,141.2,5,100.1
2689,155.0,4,85.4
2690,103.85714285714286,7,185.5
2691,65.6,5,104.31
2692,185.0,3,125.6
2693,171.0,4,101.4
2694,112.83333333333333,6,161.77
2695,171.0,3,74.31
2696,87.8,5,76.0
2697,340.5,2,78.7
2698,213.0,3,61.8
2699,120.4,5,60.55
2700,85.5,4,114.89
2701,131.6,5,104.69
2702,119.5,4,69.31
2703,114.25,4,73.0
2704,257.5,2,39.8
2705,174.33333333333334,3,72.94
2706,84.25,8,260.9
2707,93.14285714285714,7,123.56
2708,292.0,2,79.5
2709,182.0,4,46.45
2710,188.5,2,19.5
2711,144.33333333333334,3,107.2
2712,113.8,5,67.54
2713,120.2,5,159.3
2714,290.0,1,36.7
2715,116.83333333333333,6,117.4
2716,101.85714285714286,7,192.11
2717,727.0,1,8.4
2718,88.0,8,170.72
2719,136.4,5,98.0
2720,552.0,1,14.9
2721,84.0,2,41.3
2722,261.0,2,22.1
2723,107.25,4,157.51
2724,308.0,2,81.2
2725,362.0,2,33.4
2726,128.75,4,69.92
2727,145.6,5,108.4
2728,75.0,2,50.4
2729,83.85714285714286,7,236.3
2730,163.25,4,107.11
2731,245.0,2,18.0
2732,174.5,4,68.9
2733,241.66666666666666,3,29.3
2734,275.0,1,29.14
2735,212.0,1,7.4
2736,85.14285714285714,7,267.41
2737,245.0,2,37.73
2738,101.85714285714286,7,220.0
2739,268.5,2,37.2
2740,281.0,2,53.8
2741,126.75,4,61.5
2742,192.0,3,49.85
2743,96.0,7,312.47
2744,216.66666666666666,3,69.5
2745,102.0,6,144.61
2746,101.71428571428571,7,167.15
2747,105.33333333333333,6,131.3
2748,637.0,1,20.4
2749,135.0,3,65.1
2750,239.33333333333334,3,62.95
2751,138.0,5,104.78
2752,81.0,1,24.7
2753,225.0,3,48.2
2754,191.33333333333334,3,82.1
2755,121.16666666666667,6,160.3
2756,148.75,4,97.9
2757,106.0,3,127.8
2758,77.66666666666667,9,212.9
2759,156.0,1,8.0
2760,70.88888888888889,9,135.4
2761,116.33333333333333,6,99.18
2762,107.25,4,82.35
2763,147.75,4,53.54
2764,106.66666666666667,6,92.76
2765,137.8,5,156.26
2766,194.0,3,75.2
2767,337.0,1,23.1
2768,302.0,2,52.11
2769,98.6,5,132.63
2770,244.0,2,37.5
2771,200.33333333333334,3,133.7
2772,90.71428571428571,7,237.21
2773,579.0,1,14.5
2774,214.66666666666666,3,27.96
2775,131.75,4,83.31
2776,318.0,2,25.14
2777,118.0,4,86.2
2778,153.25,4,37.59
2779,118.0,6,223.55
2780,59.0,2,66.2
2781,89.66666666666667,6,88.5
2782,134.66666666666666,3,70.71
2783,274.0,1,7.8
2784,116.6,5,133.96
2785,73.0,5,132.97
2786,225.66666666666666,3,71.3
2787,101.83333333333333,6,155.6
2788,170.25,4,36.6
2789,72.5,8,209.61
2790,333.5,3,80.51
2791,404.0,1,38.1
2792,170.5,4,92.9
2794,97.14285714285714,7,236.4
2795,130.2,5,74.0
2796,136.4,5,69.0
2797,254.5,2,50.7
2798,162.75,4,29.2
2799,64.625,8,161.7
2800,85.4,5,78.15
2801,176.5,4,22.35
2802,153.0,4,59.2
2803,135.6,5,96.62
2804,162.25,4,71.6
2805,125.25,4,77.85
2806,177.5,4,98.5
2807,144.0,4,63.21
2808,235.33333333333334,3,14.8
2809,319.0,2,69.35
2810,138.0,6,171.4
2811,99.83333333333333,6,305.73
2812,244.5,2,50.3
2813,136.2,5,110.21
2814,81.14285714285714,7,152.42
2815,128.0,4,101.8
2816,88.875,8,116.3
2817,186.33333333333334,3,98.8
2818,17.666666666666668,3,45.81
2820,401.0,1,24.21
2822,281.0,2,23.48
2823,255.0,2,63.3
2824,160.33333333333334,3,64.2
2825,123.6,5,129.9
2826,482.0,1,13.4
2827,220.0,2,49.22
2828,697.0,1,26.8
2829,180.33333333333334,3,71.9
2830,132.25,4,71.2
2831,147.75,4,52.2
2832,115.8,5,86.65
2833,138.0,1,52.3
2834,172.75,4,177.32
2835,100.14285714285714,7,148.52
2836,90.4,5,143.13
2837,110.4,5,56.45
2838,206.66666666666666,3,49.8
2839,183.0,3,180.3
2840,87.66666666666667,6,117.9
2841,10.0,1,9.0
2842,297.0,2,67.8
2843,156.25,4,55.3
2844,223.0,1,18.8
2845,199.5,2,31.9
2846,143.33333333333334,3,58.36
2847,120.83333333333333,6,167.0
2848,267.0,2,21.4
2849,137.4,5,133.35
2850,179.75,4,121.6
2851,79.22222222222223,9,277.4
2852,205.0,1,19.5
2853,215.0,2,26.91
2854,171.25,4,144.02
2855,89.0,8,215.01
2856,185.5,2,32.4
2857,96.5,6,177.81
2858,493.0,1,36.8
2859,335.5,2,46.9
2860,119.66666666666667,6,127.49
2861,124.8,5,70.56
2862,192.0,3,28.98
2863,222.33333333333334,3,113.0
2864,179.25,4,76.05
2865,154.33333333333334,3,86.8
2866,623.0,1,25.0
2867,120.0,5,98.22
2868,83.25,8,163.9
2869,128.75,4,117.11
2870,96.4,5,228.61
2871,154.5,4,77.25
2872,171.0,3,82.7
2873,116.83333333333333,6,105.0
2874,89.75,4,88.1
2875,203.0,3,57.4
2876,75.0,5,77.33
2877,282.5,2,75.51
2878,282.5,2,11.5
2879,110.2,5,100.7
2880,130.33333333333334,3,66.51
2881,332.0,2,28.65
2882,95.75,4,69.75
2883,150.0,4,85.7
2884,163.25,4,84.45
2885,104.6,5,116.01
2886,342.0,2,41.41
2887,195.0,2,31.1
2888,151.25,4,35.9
2889,344.0,1,11.1
2890,342.5,2,51.86
2891,181.0,1,54.15
2892,249.0,2,38.0
2893,142.0,5,101.11
2894,291.0,1,16.0
2895,138.0,1,36.3
2897,204.33333333333334,3,96.6
2898,240.66666666666666,3,19.7
2899,180.25,4,59.6
2900,169.75,4,72.72
2901,156.25,4,96.16
2902,69.0,3,76.71
2903,200.33333333333334,3,54.41
2904,158.0,4,65.8
2905,356.0,2,85.81
2906,133.6,5,94.35
2907,92.14285714285714,7,124.05
2908,214.0,3,53.2
2909,142.2,5,105.7
2910,133.8,5,95.8
2911,323.5,2,10.85
2912,98.6,5,61.79
2913,190.5,2,40.03
2914,111.75,4,67.1
2915,259.5,2,85.8
2916,126.25,4,99.39
2917,308.5,2,65.7
2918,72.75,8,252.6
2919,357.5,2,32.5
2920,119.4,5,60.3
2921,222.0,3,70.4
2922,225.0,3,46.7
2923,329.5,2,67.6
2924,160.75,4,63.16
2925,91.14285714285714,7,111.81
2926,187.33333333333334,3,34.15
2927,143.2,5,60.36
2928,105.25,4,164.0
2929,231.0,2,68.7
2930,171.0,4,82.5
2931,543.0,1,27.7
2932,139.0,4,88.51
2933,258.0,2,56.8
2934,162.0,4,58.51
2935,181.5,4,62.7
2936,331.5,2,58.4
2937,102.71428571428571,7,102.16
2938,215.66666666666666,3,88.81
2939,144.66666666666666,3,55.8
2940,179.5,4,74.2
2941,117.0,6,45.3
2942,166.66666666666666,3,79.35
2943,182.0,4,54.23
2944,129.25,4,135.3
2945,204.5,2,60.8
2946,90.0,8,162.74
2947,222.33333333333334,3,93.11
2948,157.0,4,80.24
2949,322.5,2,40.26
2950,115.83333333333333,6,125.34
2951,121.66666666666667,3,37.65
2952,143.4,5,149.36
2953,360.0,1,14.6
2954,193.66666666666666,3,29.5
2955,108.16666666666667,6,69.4
2956,121.2,5,60.8
2957,96.0,7,153.56
2958,131.8,5,76.4
2960,73.22222222222223,9,242.86
2961,109.33333333333333,6,153.36
2962,142.75,4,43.45
2963,334.5,2,13.2
2964,138.8,5,140.22
2965,362.5,2,59.45
2966,224.0,2,31.7
2967,235.33333333333334,3,38.65
2968,74.0,1,12.64
2969,156.5,4,73.7
2970,414.0,2,33.6
2971,222.0,3,91.62
2972,339.5,2,87.9
2973,103.4,5,81.6
2974,182.0,4,77.71
2975,128.6,5,89.4
2976,233.0,2,28.21
2977,99.75,4,71.5
2978,98.0,5,133.3
2979,123.0,4,76.85
2980,237.33333333333334,3,70.96
2981,143.25,4,43.8
2982,144.8,5,95.91
2983,335.0,2,66.01
2984,154.25,4,49.4
2985,179.5,2,21.5
2986,128.4,5,95.1
2987,623.0,1,20.6
2988,77.0,1,10.2
2989,161.25,4,84.7
2990,71.11111111111111,9,303.61
2991,133.8,5,111.79
2992,51.0,1,15.6
2993,92.33333333333333,6,296.96
2994,304.5,2,58.7
2995,325.5,2,35.59
2996,101.66666666666667,6,187.8
2997,172.25,5,144.88
2998,213.0,2,18.6
2999,168.33333333333334,3,76.3
3000,495.0,1,15.4
3001,23.0,2,25.2
3002,76.6,5,141.6
3003,220.66666666666666,3,46.04
3004,241.0,2,30.35
3005,124.2,5,99.1
3006,241.0,3,59.3
3007,319.0,2,10.7
3008,312.0,2,27.3
3009,117.0,6,78.11
3010,141.6,5,65.44
3011,127.4,5,45.7
3012,174.66666666666666,3,27.9
3013,129.0,5,82.3
3014,75.0,5,256.01
3015,174.5,4,79.3
3016,206.0,3,40.0
3017,158.33333333333334,3,70.81
3018,136.0,3,28.81
3019,191.0,2,31.4
3020,188.33333333333334,3,61.3
3021,139.0,4,58.3
3022,170.5,4,96.4
3023,128.0,3,68.8
3024,186.5,2,54.21
3025,177.5,4,131.0
3026,128.0,5,54.86
3027,152.5,4,74.9
3028,120.83333333333333,6,178.2
3029,145.66666666666666,3,89.36
3030,151.75,4,101.4
3031,78.8,5,187.81
3032,183.5,2,24.55
3033,223.33333333333334,3,75.01
3034,90.0,5,73.5
3035,112.83333333333333,6,74.9
3036,57.0,3,85.94
3037,166.0,2,21.1
3038,125.2,5,76.3
3039,124.25,4,40.95
3040,445.0,1,54.4
