member_number,orderId,order_date,total,productName,items,Days
2023,3812,2014-03-31,1.6,other vegetables,2,313.0
1922,3427,2014-01-01,0.8,other vegetables,1,6.0
1263,947,2014-05-11,0.8,other vegetables,1,161.0
1879,3259,2014-08-15,2.4000000000000004,other vegetables,3,0.0
3793,10417,2014-09-07,1.6,other vegetables,2,67.0
2093,4094,2014-06-02,2.4000000000000004,other vegetables,3,0.0
3221,8277,2014-10-28,2.4000000000000004,other vegetables,3,77.0
3642,9834,2014-11-08,2.4000000000000004,other vegetables,3,108.0
2274,4756,2014-04-11,2.4000000000000004,other vegetables,3,125.0
4155,11742,2014-03-15,0.8,other vegetables,1,126.0
4556,13296,2014-11-04,1.6,other vegetables,2,67.0
4853,14459,2014-12-24,2.4000000000000004,other vegetables,3,267.0
1463,1678,2014-11-17,2.4000000000000004,other vegetables,3,0.0
1450,1635,2014-11-17,2.4000000000000004,other vegetables,3,21.0
3753,10254,2014-09-06,0.8,other vegetables,1,113.0
1870,3224,2014-06-06,1.6,other vegetables,2,4.0
3252,8390,2014-10-29,0.8,other vegetables,1,109.0
4028,11268,2014-10-10,0.8,other vegetables,1,271.0
1176,648,2014-05-09,2.4000000000000004,other vegetables,3,0.0
2884,7034,2014-03-17,0.8,other vegetables,1,293.0
4165,11783,2014-05-30,0.8,other vegetables,1,109.0
1317,1150,2014-07-26,1.6,other vegetables,2,522.0
3103,7837,2014-02-26,1.6,other vegetables,2,287.0
4656,13666,2014-05-24,1.6,other vegetables,2,0.0
1237,863,2014-03-12,1.6,other vegetables,2,0.0
1535,1963,2014-06-26,1.6,other vegetables,2,202.0
1724,2637,2014-02-22,2.4000000000000004,other vegetables,3,41.0
4202,11929,2014-02-16,0.8,other vegetables,1,12.0
1424,1541,2014-04-04,2.4000000000000004,other vegetables,3,553.0
2058,3950,2014-04-02,2.4000000000000004,other vegetables,3,36.0
4226,12031,2014-03-03,1.6,other vegetables,2,189.0
1660,2434,2014-04-03,2.4000000000000004,other vegetables,3,73.0
4459,12932,2014-08-12,1.6,other vegetables,2,101.0
4969,14868,2014-10-27,0.8,other vegetables,1,40.0
3154,8028,2014-12-04,0.8,other vegetables,1,32.0
3521,9371,2014-04-23,1.6,other vegetables,2,170.0
1574,2094,2014-11-30,1.6,other vegetables,2,0.0
1693,2535,2014-02-09,0.8,other vegetables,1,110.0
3474,9172,2014-10-29,2.4000000000000004,other vegetables,3,0.0
2970,7341,2014-11-11,0.8,other vegetables,1,0.0
4121,11607,2014-07-25,0.8,other vegetables,1,464.0
3424,8991,2014-05-08,0.8,other vegetables,1,0.0
2447,5394,2014-07-26,2.4000000000000004,other vegetables,3,0.0
4272,12207,2014-05-15,0.8,other vegetables,1,0.0
3729,10158,2014-12-24,2.4000000000000004,other vegetables,3,340.0
4504,13098,2014-01-21,1.6,other vegetables,2,40.0
4896,14612,2014-03-05,0.8,other vegetables,1,59.0
4747,14053,2014-05-11,2.4000000000000004,other vegetables,3,393.0
4656,13665,2014-03-02,1.6,other vegetables,2,83.0
4652,13654,2014-09-11,2.4000000000000004,other vegetables,3,209.0
3038,7586,2014-04-13,1.6,other vegetables,2,0.0
1687,2517,2014-06-24,0.8,other vegetables,1,37.0
3923,10907,2014-06-28,0.8,other vegetables,1,174.0
1101,362,2014-12-28,2.4000000000000004,other vegetables,3,367.0
2975,7358,2014-10-25,0.8,other vegetables,1,95.0
4076,11418,2014-08-02,2.4000000000000004,other vegetables,3,107.0
2976,7362,2014-09-20,0.8,other vegetables,1,255.0
3881,10742,2014-04-20,0.8,other vegetables,1,0.0
2362,5077,2014-08-17,1.6,other vegetables,2,71.0
3376,8831,2014-01-07,2.4000000000000004,other vegetables,3,722.0
1050,179,2014-10-12,1.6,other vegetables,2,204.0
3600,9695,2014-06-03,1.6,other vegetables,2,92.0
1782,2876,2014-08-30,0.8,other vegetables,1,336.0
1596,2170,2014-07-27,2.4000000000000004,other vegetables,3,0.0
1237,864,2014-06-22,2.4000000000000004,other vegetables,3,0.0
3549,9484,2014-11-09,0.8,other vegetables,1,27.0
4330,12459,2014-09-24,0.8,other vegetables,1,0.0
2914,7129,2014-10-11,1.6,other vegetables,2,172.0
4959,14836,2014-12-30,2.4000000000000004,other vegetables,3,182.0
4297,12317,2014-12-24,2.4000000000000004,other vegetables,3,307.0
2152,4290,2014-02-03,2.4000000000000004,other vegetables,3,0.0
2797,6711,2014-08-08,0.8,other vegetables,1,400.0
3327,8668,2014-10-13,2.4000000000000004,other vegetables,3,164.0
1523,1924,2014-11-09,1.6,other vegetables,2,139.0
1252,918,2014-08-28,0.8,other vegetables,1,195.0
3549,9482,2014-06-10,0.8,other vegetables,1,0.0
3852,10640,2014-08-31,1.6,other vegetables,2,0.0
3045,7616,2014-01-29,0.8,other vegetables,1,137.0
3287,8510,2014-05-13,0.8,other vegetables,1,183.0
3559,9519,2014-07-17,0.8,other vegetables,1,118.0
2949,7261,2014-06-01,0.8,other vegetables,1,577.0
2868,6972,2014-04-22,2.4000000000000004,other vegetables,3,0.0
4666,13712,2014-09-27,2.4000000000000004,other vegetables,3,0.0
3294,8536,2014-03-01,0.8,other vegetables,1,266.0
3857,10662,2014-12-30,0.8,other vegetables,1,275.0
3053,7651,2014-12-13,2.4000000000000004,other vegetables,3,355.0
1449,1629,2014-07-18,1.6,other vegetables,2,0.0
1235,854,2014-10-04,2.4000000000000004,other vegetables,3,0.0
4991,14934,2014-08-28,0.8,other vegetables,1,0.0
3533,9420,2014-08-22,2.4000000000000004,other vegetables,3,495.0
2063,3967,2014-05-26,2.4000000000000004,other vegetables,3,7.0
2682,6260,2014-02-20,0.8,other vegetables,1,0.0
2758,6556,2014-10-24,0.8,other vegetables,1,44.0
2390,5173,2014-11-28,0.8,other vegetables,1,266.0
4473,12986,2014-06-03,0.8,other vegetables,1,201.0
3146,8006,2014-02-07,1.6,other vegetables,2,140.0
4010,11203,2014-08-11,0.8,other vegetables,1,505.0
2454,5424,2014-07-12,0.8,other vegetables,1,10.0
4403,12728,2014-06-24,0.8,other vegetables,1,0.0
4415,12773,2014-08-22,1.6,other vegetables,2,158.0
3676,9964,2014-06-09,1.6,other vegetables,2,502.0
2390,5171,2014-08-26,1.6,other vegetables,2,0.0
2049,3915,2014-04-02,0.8,other vegetables,1,0.0
3271,8460,2014-02-25,0.8,other vegetables,1,268.0
3285,8505,2014-10-21,0.8,other vegetables,1,0.0
2447,5392,2014-04-14,0.8,other vegetables,1,33.0
3626,9787,2014-06-11,2.4000000000000004,other vegetables,3,567.0
3481,9198,2014-05-30,0.8,other vegetables,1,296.0
3015,7504,2014-08-07,2.4000000000000004,other vegetables,3,309.0
4021,11248,2014-09-09,0.8,other vegetables,1,52.0
4567,13336,2014-03-16,1.6,other vegetables,2,46.0
1094,332,2014-08-26,0.8,other vegetables,1,107.0
2930,7190,2014-04-25,0.8,other vegetables,1,332.0
4804,14262,2014-08-10,0.8,other vegetables,1,0.0
2921,7157,2014-11-27,2.4000000000000004,other vegetables,3,398.0
1815,3010,2014-10-24,0.8,other vegetables,1,41.0
3571,9564,2014-10-31,2.4000000000000004,other vegetables,3,229.0
3500,9287,2014-11-20,2.4000000000000004,other vegetables,3,0.0
2901,7080,2014-07-10,0.8,other vegetables,1,30.0
1897,3337,2014-07-15,2.4000000000000004,other vegetables,3,59.0
2065,3976,2014-01-28,2.4000000000000004,other vegetables,3,32.0
3529,9402,2014-01-23,2.4000000000000004,other vegetables,3,34.0
1798,2952,2014-07-04,1.6,other vegetables,2,94.0
4464,12957,2014-08-26,1.6,other vegetables,2,0.0
1553,2017,2014-07-23,2.4000000000000004,other vegetables,3,44.0
4071,11400,2014-12-16,0.8,other vegetables,1,277.0
3756,10262,2014-11-15,2.4000000000000004,other vegetables,3,238.0
4676,13758,2014-11-13,0.8,other vegetables,1,63.0
2251,4656,2014-02-06,2.4000000000000004,other vegetables,3,123.0
1785,2891,2014-05-25,1.6,other vegetables,2,0.0
2048,3913,2014-12-17,2.4000000000000004,other vegetables,3,364.0
4183,11849,2014-03-26,1.6,other vegetables,2,0.0
1256,927,2014-10-14,2.4000000000000004,other vegetables,3,24.0
1654,2403,2014-06-07,1.6,other vegetables,2,64.0
3687,10012,2014-10-01,2.4000000000000004,other vegetables,3,0.0
1573,2086,2014-05-18,0.8,other vegetables,1,248.0
3045,7617,2014-06-15,0.8,other vegetables,1,62.0
4087,11464,2014-09-04,0.8,other vegetables,1,356.0
1332,1204,2014-04-18,1.6,other vegetables,2,89.0
2371,5110,2014-05-22,2.4000000000000004,other vegetables,3,108.0
2882,7026,2014-12-12,2.4000000000000004,other vegetables,3,135.0
1520,1912,2014-06-03,0.8,other vegetables,1,268.0
2956,7287,2014-07-22,2.4000000000000004,other vegetables,3,16.0
4526,13187,2014-12-19,0.8,other vegetables,1,0.0
3141,7984,2014-01-04,2.4000000000000004,other vegetables,3,0.0
3523,9379,2014-10-16,2.4000000000000004,other vegetables,3,167.0
1654,2406,2014-11-26,0.8,other vegetables,1,119.0
1948,3541,2014-01-04,1.6,other vegetables,2,147.0
2986,7397,2014-03-28,2.4000000000000004,other vegetables,3,0.0
2560,5809,2014-12-01,2.4000000000000004,other vegetables,3,167.0
1167,608,2014-11-01,1.6,other vegetables,2,107.0
2116,4166,2014-02-13,2.4000000000000004,other vegetables,3,562.0
4592,13426,2014-03-28,0.8,other vegetables,1,0.0
1793,2925,2014-10-27,1.6,other vegetables,2,0.0
2042,3882,2014-09-10,1.6,other vegetables,2,0.0
3469,9152,2014-02-04,1.6,other vegetables,2,66.0
3420,8980,2014-10-15,1.6,other vegetables,2,135.0
3288,8514,2014-04-22,2.4000000000000004,other vegetables,3,0.0
1559,2031,2014-08-09,2.4000000000000004,other vegetables,3,420.0
4392,12692,2014-01-17,0.8,other vegetables,1,174.0
2390,5170,2014-01-18,2.4000000000000004,other vegetables,3,0.0
4624,13548,2014-08-21,1.6,other vegetables,2,270.0
4534,13218,2014-08-28,2.4000000000000004,other vegetables,3,0.0
4331,12464,2014-08-17,1.6,other vegetables,2,389.0
4179,11833,2014-08-03,1.6,other vegetables,2,215.0
1788,2905,2014-12-02,0.8,other vegetables,1,134.0
1417,1511,2014-08-27,2.4000000000000004,other vegetables,3,48.0
3295,8542,2014-06-07,0.8,other vegetables,1,416.0
4583,13396,2014-06-06,1.6,other vegetables,2,0.0
1058,215,2014-05-24,2.4000000000000004,other vegetables,3,75.0
2520,5656,2014-12-18,1.6,other vegetables,2,353.0
4121,11605,2014-04-21,0.8,other vegetables,1,46.0
4943,14774,2014-05-01,0.8,other vegetables,1,174.0
1343,1248,2014-02-07,2.4000000000000004,other vegetables,3,0.0
3737,10191,2014-12-22,1.6,other vegetables,2,0.0
3380,8840,2014-08-16,2.4000000000000004,other vegetables,3,0.0
1964,3595,2014-03-23,2.4000000000000004,other vegetables,3,0.0
2509,5600,2014-08-17,2.4000000000000004,other vegetables,3,170.0
4505,13103,2014-01-18,0.8,other vegetables,1,0.0
2051,3923,2014-12-03,0.8,other vegetables,1,0.0
4094,11489,2014-07-14,2.4000000000000004,other vegetables,3,99.0
2239,4616,2014-11-23,0.8,other vegetables,1,8.0
4930,14710,2014-08-13,0.8,other vegetables,1,0.0
3728,10152,2014-06-17,1.6,other vegetables,2,133.0
2045,3896,2014-04-02,0.8,other vegetables,1,0.0
2903,7085,2014-05-08,2.4000000000000004,other vegetables,3,0.0
4709,13903,2014-05-24,0.8,other vegetables,1,76.0
3115,7878,2014-01-30,0.8,other vegetables,1,116.0
4946,14784,2014-06-24,0.8,other vegetables,1,0.0
1399,1450,2014-04-05,0.8,other vegetables,1,171.0
4574,13363,2014-05-01,1.6,other vegetables,2,205.0
3462,9118,2014-10-01,2.4000000000000004,other vegetables,3,0.0
1811,2995,2014-06-02,0.8,other vegetables,1,0.0
2605,5986,2014-06-02,2.4000000000000004,other vegetables,3,89.0
4812,14295,2014-06-09,1.6,other vegetables,2,281.0
2888,7047,2014-05-04,0.8,other vegetables,1,249.0
1810,2992,2014-09-07,2.4000000000000004,other vegetables,3,36.0
1747,2732,2014-05-24,2.4000000000000004,other vegetables,3,106.0
1697,2549,2014-06-15,0.8,other vegetables,1,0.0
3621,9771,2014-05-18,0.8,other vegetables,1,0.0
2698,6325,2014-10-14,1.6,other vegetables,2,0.0
1904,3361,2014-04-24,2.4000000000000004,other vegetables,3,359.0
3248,8373,2014-10-16,0.8,other vegetables,1,0.0
1495,1818,2014-01-08,0.8,other vegetables,1,306.0
3518,9358,2014-02-06,1.6,other vegetables,2,2.0
3113,7875,2014-12-26,0.8,other vegetables,1,69.0
2185,4416,2014-05-25,1.6,other vegetables,2,102.0
1148,545,2014-11-01,1.6,other vegetables,2,0.0
4416,12775,2014-02-25,2.4000000000000004,other vegetables,3,0.0
3282,8489,2014-05-12,0.8,other vegetables,1,59.0
3584,9620,2014-07-03,1.6,other vegetables,2,17.0
4084,11453,2014-11-28,1.6,other vegetables,2,340.0
1726,2644,2014-03-14,2.4000000000000004,other vegetables,3,22.0
2511,5608,2014-02-24,2.4000000000000004,other vegetables,3,0.0
3010,7481,2014-02-14,2.4000000000000004,other vegetables,3,86.0
4529,13199,2014-10-26,1.6,other vegetables,2,69.0
3629,9790,2014-05-02,1.6,other vegetables,2,64.0
1145,531,2014-06-05,1.6,other vegetables,2,100.0
3084,7760,2014-01-22,2.4000000000000004,other vegetables,3,200.0
4933,14723,2014-03-03,0.8,other vegetables,1,0.0
3338,8701,2014-11-18,2.4000000000000004,other vegetables,3,37.0
3808,10468,2014-02-19,1.6,other vegetables,2,14.0
4532,13213,2014-11-30,2.4000000000000004,other vegetables,3,364.0
4847,14432,2014-02-01,2.4000000000000004,other vegetables,3,111.0
2133,4220,2014-04-27,0.8,other vegetables,1,0.0
4674,13750,2014-02-18,0.8,other vegetables,1,86.0
2131,4210,2014-07-11,2.4000000000000004,other vegetables,3,73.0
2668,6213,2014-12-01,2.4000000000000004,other vegetables,3,0.0
4522,13161,2014-10-04,0.8,other vegetables,1,226.0
1596,2171,2014-09-10,2.4000000000000004,other vegetables,3,32.0
3333,8687,2014-05-12,1.6,other vegetables,2,286.0
3254,8396,2014-03-02,0.8,other vegetables,1,0.0
3324,8654,2014-05-07,1.6,other vegetables,2,187.0
3364,8798,2014-07-14,1.6,other vegetables,2,350.0
2801,6731,2014-06-17,1.6,other vegetables,2,0.0
1866,3206,2014-08-14,2.4000000000000004,other vegetables,3,0.0
3277,8477,2014-10-31,0.8,other vegetables,1,0.0
1910,3387,2014-05-20,2.4000000000000004,other vegetables,3,134.0
1814,3004,2014-06-28,2.4000000000000004,other vegetables,3,19.0
1304,1106,2014-06-07,2.4000000000000004,other vegetables,3,327.0
1002,10,2014-02-09,0.8,other vegetables,1,76.0
4143,11693,2014-01-14,0.8,other vegetables,1,52.0
3166,8072,2014-11-08,0.8,other vegetables,1,68.0
1526,1932,2014-02-18,1.6,other vegetables,2,82.0
3907,10835,2014-05-09,1.6,other vegetables,2,0.0
3851,10636,2014-08-03,2.4000000000000004,other vegetables,3,0.0
4743,14028,2014-05-15,0.8,other vegetables,1,16.0
4044,11321,2014-06-30,2.4000000000000004,other vegetables,3,8.0
3808,10469,2014-03-05,2.4000000000000004,other vegetables,3,23.0
4341,12511,2014-03-29,2.4000000000000004,other vegetables,3,211.0
4618,13522,2014-01-11,2.4000000000000004,other vegetables,3,48.0
1066,243,2014-05-15,2.4000000000000004,other vegetables,3,0.0
4897,14617,2014-09-14,2.4000000000000004,other vegetables,3,72.0
1084,298,2014-04-18,1.6,other vegetables,2,0.0
3808,10470,2014-03-28,1.6,other vegetables,2,235.0
2874,7003,2015-09-09,2.4000000000000004,other vegetables,3,0.0
2833,6841,2015-08-14,0.8,other vegetables,1,138.0
2780,6644,2015-10-11,1.6,other vegetables,2,0.0
1225,816,2015-03-26,1.6,other vegetables,2,0.0
4493,13049,2015-10-29,2.4000000000000004,other vegetables,3,0.0
3351,8744,2015-10-14,2.4000000000000004,other vegetables,3,77.0
1945,3531,2015-04-30,0.8,other vegetables,1,0.0
4006,11190,2015-12-18,1.6,other vegetables,2,12.0
4794,14228,2015-09-06,1.6,other vegetables,2,51.0
3325,8662,2015-11-07,0.8,other vegetables,1,22.0
2321,4922,2015-06-16,2.4000000000000004,other vegetables,3,0.0
1183,673,2015-06-12,0.8,other vegetables,1,17.0
4986,14915,2015-01-28,1.6,other vegetables,2,4.0
3237,8332,2015-06-28,1.6,other vegetables,2,185.0
2568,5841,2015-09-22,0.8,other vegetables,1,17.0
3519,9365,2015-07-30,1.6,other vegetables,2,136.0
2312,4891,2015-03-26,0.8,other vegetables,1,50.0
4550,13277,2015-03-26,2.4000000000000004,other vegetables,3,228.0
4783,14185,2015-06-01,1.6,other vegetables,2,131.0
1064,235,2015-07-25,2.4000000000000004,other vegetables,3,158.0
4392,12695,2015-08-16,2.4000000000000004,other vegetables,3,0.0
2480,5514,2015-09-20,2.4000000000000004,other vegetables,3,101.0
2888,7049,2015-09-05,2.4000000000000004,other vegetables,3,106.0
1403,1459,2015-05-15,1.6,other vegetables,2,1.0
1381,1386,2014-02-05,1.6,other vegetables,2,91.0
1294,1071,2014-08-14,0.8,other vegetables,1,54.0
2778,6636,2014-06-29,2.4000000000000004,other vegetables,3,549.0
4814,14304,2014-12-01,0.8,other vegetables,1,0.0
2626,6064,2014-02-14,0.8,other vegetables,1,176.0
2366,5095,2014-10-11,2.4000000000000004,other vegetables,3,99.0
3697,10051,2014-02-11,0.8,other vegetables,1,235.0
2910,7115,2014-03-28,1.6,other vegetables,2,478.0
4618,13525,2014-11-18,0.8,other vegetables,1,393.0
4437,12849,2014-11-13,2.4000000000000004,other vegetables,3,20.0
2421,5281,2014-05-06,0.8,other vegetables,1,91.0
1111,402,2014-05-07,2.4000000000000004,other vegetables,3,170.0
4097,11501,2014-07-14,2.4000000000000004,other vegetables,3,0.0
3548,9476,2014-12-03,0.8,other vegetables,1,106.0
1105,375,2014-06-14,2.4000000000000004,other vegetables,3,342.0
3289,8516,2014-01-24,1.6,other vegetables,2,0.0
3248,8372,2014-08-13,0.8,other vegetables,1,0.0
2195,4458,2014-09-19,1.6,other vegetables,2,294.0
4406,12737,2014-02-02,0.8,other vegetables,1,47.0
4428,12813,2014-08-16,2.4000000000000004,other vegetables,3,316.0
1731,2664,2014-08-26,0.8,other vegetables,1,61.0
2921,7156,2014-11-18,2.4000000000000004,other vegetables,3,9.0
1169,615,2014-01-25,0.8,other vegetables,1,0.0
4489,13037,2014-05-24,1.6,other vegetables,2,284.0
3612,9734,2014-05-31,2.4000000000000004,other vegetables,3,0.0
3247,8362,2014-08-09,2.4000000000000004,other vegetables,3,0.0
1932,3478,2014-07-06,1.6,other vegetables,2,27.0
1477,1737,2014-11-21,2.4000000000000004,other vegetables,3,79.0
1082,294,2014-05-13,0.8,other vegetables,1,596.0
4272,12211,2014-11-25,1.6,other vegetables,2,0.0
3915,10869,2014-09-24,0.8,other vegetables,1,0.0
2488,5534,2014-08-26,2.4000000000000004,other vegetables,3,358.0
3836,10574,2014-06-14,2.4000000000000004,other vegetables,3,540.0
4570,13345,2014-04-04,0.8,other vegetables,1,505.0
3895,10786,2014-02-17,2.4000000000000004,other vegetables,3,0.0
4403,12726,2014-01-11,1.6,other vegetables,2,109.0
2079,4039,2014-02-25,1.6,other vegetables,2,182.0
4799,14248,2014-08-08,1.6,other vegetables,2,0.0
2407,5242,2014-03-17,1.6,other vegetables,2,358.0
3480,9197,2015-05-07,0.8,other vegetables,1,237.0
2599,5960,2015-11-22,2.4000000000000004,other vegetables,3,0.0
4430,12820,2015-02-22,1.6,other vegetables,2,283.0
3414,8963,2015-02-05,0.8,other vegetables,1,260.0
4505,13107,2015-04-17,1.6,other vegetables,2,0.0
1851,3152,2015-06-29,1.6,other vegetables,2,0.0
3389,8873,2015-08-17,2.4000000000000004,other vegetables,3,135.0
2406,5238,2015-09-04,2.4000000000000004,other vegetables,3,50.0
2435,5341,2015-08-30,2.4000000000000004,other vegetables,3,0.0
4890,14590,2015-04-22,1.6,other vegetables,2,0.0
2053,3930,2015-09-17,1.6,other vegetables,2,4.0
1472,1714,2015-02-11,1.6,other vegetables,2,145.0
1825,3053,2015-10-06,1.6,other vegetables,2,46.0
4636,13587,2014-03-26,1.6,other vegetables,2,0.0
4403,12726,2014-01-11,1.6,other vegetables,2,0.0
4076,11418,2014-08-02,1.6,other vegetables,2,0.0
2619,6038,2014-09-05,2.4000000000000004,other vegetables,3,110.0
4865,14508,2014-11-17,2.4000000000000004,other vegetables,3,408.0
4301,12331,2014-12-24,0.8,other vegetables,1,0.0
4131,11649,2014-10-08,2.4000000000000004,other vegetables,3,172.0
3284,8498,2014-01-04,2.4000000000000004,other vegetables,3,23.0
1599,2184,2015-05-29,0.8,other vegetables,1,0.0
4308,12370,2015-12-05,1.6,other vegetables,2,0.0
1649,2377,2015-05-16,1.6,other vegetables,2,0.0
2209,4500,2015-04-20,0.8,other vegetables,1,91.0
4175,11819,2015-01-29,2.4000000000000004,other vegetables,3,0.0
2267,4719,2015-02-26,1.6,other vegetables,2,127.0
2517,5643,2015-09-29,1.6,other vegetables,2,74.0
3347,8729,2015-01-24,2.4000000000000004,other vegetables,3,90.0
3593,9667,2015-09-10,1.6,other vegetables,2,0.0
3036,7582,2015-07-13,1.6,other vegetables,2,0.0
1486,1782,2015-12-14,0.8,other vegetables,1,0.0
4693,13838,2015-08-18,2.4000000000000004,other vegetables,3,134.0
3745,10224,2014-12-09,0.8,other vegetables,1,13.0
4297,12315,2014-08-29,1.6,other vegetables,2,35.0
3248,8374,2014-10-25,1.6,other vegetables,2,0.0
3203,8204,2014-03-04,0.8,other vegetables,1,31.0
1692,2534,2015-06-28,0.8,other vegetables,1,0.0
3349,8738,2014-01-18,1.6,other vegetables,2,172.0
1961,3586,2014-04-06,1.6,other vegetables,2,91.0
2296,4835,2014-06-12,1.6,other vegetables,2,566.0
4582,13392,2014-03-02,1.6,other vegetables,2,52.0
3731,10166,2014-08-18,1.6,other vegetables,2,76.0
4941,14769,2015-02-14,1.2,rolls/buns,1,0.0
2676,6242,2015-08-15,2.4,rolls/buns,2,84.0
3023,7531,2015-07-28,3.5999999999999996,rolls/buns,3,155.0
3552,9497,2015-06-16,3.5999999999999996,rolls/buns,3,0.0
1663,2446,2015-02-07,2.4,rolls/buns,2,0.0
4564,13327,2015-07-08,3.5999999999999996,rolls/buns,3,0.0
2295,4832,2015-02-25,2.4,rolls/buns,2,24.0
2851,6912,2015-03-16,1.2,rolls/buns,1,184.0
2001,3730,2015-08-21,1.2,rolls/buns,1,0.0
1232,839,2015-01-21,2.4,rolls/buns,2,161.0
2958,7302,2015-06-14,1.2,rolls/buns,1,199.0
1555,2026,2015-03-27,3.5999999999999996,rolls/buns,3,278.0
4019,11242,2015-07-24,1.2,rolls/buns,1,13.0
1174,642,2015-02-11,3.5999999999999996,rolls/buns,3,322.0
2838,6865,2015-11-10,2.4,rolls/buns,2,50.0
3973,11093,2015-06-10,2.4,rolls/buns,2,47.0
4934,14733,2015-09-06,1.2,rolls/buns,1,0.0
1086,306,2015-12-28,2.4,rolls/buns,2,2.0
2272,4746,2015-05-16,2.4,rolls/buns,2,0.0
4748,14059,2015-05-07,3.5999999999999996,rolls/buns,3,222.0
4484,13016,2015-11-27,1.2,rolls/buns,1,33.0
3326,8665,2015-04-30,1.2,rolls/buns,1,244.0
2293,4819,2015-05-08,1.2,rolls/buns,1,47.0
2975,7361,2015-10-24,2.4,rolls/buns,2,67.0
1734,2682,2015-07-13,3.5999999999999996,rolls/buns,3,0.0
1846,3132,2015-07-19,2.4,rolls/buns,2,54.0
4867,14516,2015-10-29,3.5999999999999996,rolls/buns,3,62.0
1444,1618,2015-12-16,2.4,rolls/buns,2,0.0
3018,7515,2015-06-27,2.4,rolls/buns,2,186.0
4762,14110,2015-10-30,3.5999999999999996,rolls/buns,3,61.0
2364,5086,2015-05-11,3.5999999999999996,rolls/buns,3,41.0
4196,11908,2015-07-09,1.2,rolls/buns,1,0.0
1514,1892,2015-02-28,2.4,rolls/buns,2,0.0
3442,9055,2015-11-14,2.4,rolls/buns,2,0.0
3165,8066,2015-01-11,2.4,rolls/buns,2,155.0
2608,5996,2015-09-19,2.4,rolls/buns,2,0.0
1327,1187,2015-08-09,1.2,rolls/buns,1,143.0
3363,8792,2015-01-07,3.5999999999999996,rolls/buns,3,18.0
1456,1658,2015-09-18,3.5999999999999996,rolls/buns,3,0.0
4985,14911,2015-02-28,1.2,rolls/buns,1,301.0
4440,12864,2015-09-21,1.2,rolls/buns,1,71.0
3076,7727,2015-12-08,1.2,rolls/buns,1,22.0
1617,2260,2015-02-10,2.4,rolls/buns,2,48.0
2755,6543,2015-02-06,1.2,rolls/buns,1,100.0
1636,2340,2015-09-19,1.2,rolls/buns,1,77.0
3112,7872,2015-05-19,3.5999999999999996,rolls/buns,3,225.0
2805,6749,2015-08-17,2.4,rolls/buns,2,13.0
2610,6000,2015-02-26,2.4,rolls/buns,2,237.0
4924,14697,2015-09-14,1.2,rolls/buns,1,107.0
1480,1755,2015-11-21,3.5999999999999996,rolls/buns,3,39.0
3947,10988,2015-04-16,3.5999999999999996,rolls/buns,3,58.0
1627,2305,2015-04-11,2.4,rolls/buns,2,263.0
3523,9381,2015-04-19,3.5999999999999996,rolls/buns,3,7.0
4543,13254,2015-10-23,3.5999999999999996,rolls/buns,3,68.0
4642,13610,2015-12-03,3.5999999999999996,rolls/buns,3,27.0
2360,5071,2015-02-18,2.4,rolls/buns,2,0.0
1483,1771,2015-06-27,3.5999999999999996,rolls/buns,3,186.0
4662,13700,2015-11-17,1.2,rolls/buns,1,43.0
2956,7290,2015-12-02,3.5999999999999996,rolls/buns,3,28.0
3178,8111,2015-01-03,1.2,rolls/buns,1,291.0
4265,12180,2015-12-12,3.5999999999999996,rolls/buns,3,18.0
4294,12303,2015-12-03,2.4,rolls/buns,2,27.0
1138,503,2015-02-24,1.2,rolls/buns,1,190.0
4881,14567,2015-03-26,2.4,rolls/buns,2,124.0
2715,6394,2015-01-08,3.5999999999999996,rolls/buns,3,66.0
2782,6653,2015-06-09,2.4,rolls/buns,2,0.0
2012,3767,2015-03-29,1.2,rolls/buns,1,276.0
1311,1133,2015-06-29,3.5999999999999996,rolls/buns,3,184.0
1936,3496,2015-08-15,1.2,rolls/buns,1,137.0
2293,4820,2015-06-24,2.4,rolls/buns,2,0.0
4727,13977,2015-04-11,1.2,rolls/buns,1,178.0
4929,14709,2015-07-27,1.2,rolls/buns,1,156.0
4065,11381,2015-07-07,1.2,rolls/buns,1,0.0
3739,10204,2015-08-06,1.2,rolls/buns,1,0.0
1835,3093,2015-06-22,3.5999999999999996,rolls/buns,3,191.0
4831,14375,2015-02-27,1.2,rolls/buns,1,0.0
3488,9237,2015-12-21,3.5999999999999996,rolls/buns,3,0.0
2295,4833,2015-03-21,3.5999999999999996,rolls/buns,3,282.0
4207,11950,2015-07-08,1.2,rolls/buns,1,51.0
3432,9020,2015-04-04,3.5999999999999996,rolls/buns,3,270.0
2446,5391,2015-09-08,2.4,rolls/buns,2,113.0
3501,9293,2015-07-27,3.5999999999999996,rolls/buns,3,156.0
3744,10220,2015-12-08,2.4,rolls/buns,2,0.0
1233,844,2015-03-20,1.2,rolls/buns,1,0.0
3620,9769,2015-06-18,2.4,rolls/buns,2,0.0
1929,3463,2015-07-10,3.5999999999999996,rolls/buns,3,0.0
4941,14768,2015-01-15,1.2,rolls/buns,1,0.0
3547,9470,2015-10-07,1.2,rolls/buns,1,14.0
3400,8909,2015-03-04,2.4,rolls/buns,2,0.0
2595,5948,2015-01-23,2.4,rolls/buns,2,0.0
1092,326,2015-07-27,3.5999999999999996,rolls/buns,3,0.0
